adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,isbook
False,/n1y094tVDFATSzkTnFxoGZ1qNsG.jpg,"{'id': 448150, 'name': 'Deadpool Collection', 'poster_path': '/30c5jO7YEXuF8KiWXLg9m28GWDA.jpg', 'backdrop_path': '/hBQOWY8qWXJVFAc8yLTh1teIu43.jpg'}",58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",http://www.foxmovies.com/movies/deadpool,293660,tt1431045,en,Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",105.84286000000002,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': ""The Donners' Company"", 'id': 11307}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Kinberg Genre', 'id': 78091}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-02-09,783100000,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Witness the beginning of a happy ending,Deadpool,False,7.5,13419,0
False,/yuoSUhxHLCE0fVVEkvLIB2JVjKC.jpg,,0,"[{'id': 35, 'name': 'Comedy'}]",,375794,tt5259966,es,No manches Frida,"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens.",104.61080600000001,/ld6WsaJKRwLzqPCulRo24XZDtuL.jpg,"[{'name': 'Constantin Film', 'id': 47}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Videocine', 'id': 7570}, {'name': 'Televisa Cine', 'id': 18788}, {'name': 'Pantelion Films', 'id': 58399}, {'name': 'Neverending Media', 'id': 90722}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",2016-09-02,12421716,100.0,"[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,,No manches Frida,False,7.3,68,0
False,/4PwyB0ErucIANzW24Kori71J6gU.jpg,"{'id': 131635, 'name': 'The Hunger Games Collection', 'poster_path': '/ttbKy12hDjSHQcM7sCoeW1WsDlW.jpg', 'backdrop_path': '/zWiiLNg8yXv0he3tCH6XignPaYV.jpg'}",125000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",http://www.thehungergames.movie/,131631,tt1951265,en,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,102.178081,/gj282Pniaa78ZJfbaixyLXnXEDI.jpg,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-11-18,752100229,123.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,False,6.7,6798,0
False,/mhdeE1yShHTaDbJVdWyTlzFvNkr.jpg,,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",http://movies.disney.com/zootopia,269149,tt2948356,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",100.414322,/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-02-11,1023784195,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the urban jungle.,Zootopia,False,7.7,6016,0
False,/bvbyidkMaBls1LTaIWYY6UmYTaL.jpg,"{'id': 295130, 'name': 'The Maze Runner Collection', 'poster_path': '/beR71cbwXH0vySlTMPZo0GQ54Q9.jpg', 'backdrop_path': '/eQ8iwAvGfuNnPjBCKTIVp5PsFw.jpg'}",62000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://mazerunnermovies.com,336843,tt4500922,en,Maze Runner: The Death Cure,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",98.584239,/7GgZ6DGezkh3szFdvskH5XD4V0t.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Gotham Group', 'id': 3672}, {'name': 'Temple Hill Entertainment', 'id': 12292}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-17,125844434,142.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,The end will be WCKD,Maze Runner: The Death Cure,False,7.4,157,0
False,/eCgIoGvfNXrbSiQGqQHccuHjQHm.jpg,,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://lucymovie.com/,240832,tt2872732,en,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",98.040131,/rwn876MeqienhOVSSjtUPnwxn0Z.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'CinÃ©+', 'id': 23616}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-25,126546825,89.0,"[{'iso_639_1': 'zh', 'name': 'æ™®é€šè¯�'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}, {'iso_639_1': 'ko', 'name': 'í•œêµ\xadì–´/ì¡°ì„\xa0ë§�'}]",Released,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Lucy,False,6.2,7086,0
False,/gZF2EfM8ov834pCzRpt1xt01SUy.jpg,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",,394823,tt5700626,de,"Robbi, Tobbi und das FliewatÃ¼Ã¼t","One day, robot Robby enters into a life of the most creative little boy, Toby. Robby had been separated from his robot parents when his spaceship crashed. Toby decides to offer his help and the two of them become friends.",97.91506899999999,/ssCEE0bfj5gawzwZeGfqrGQtU3f.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2016-12-01,0,0.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Robby and Toby's Fantastic Voyager,False,8.0,2,0
False,/bHarw8xrmQeqf3t8HpuMY7zoK4x.jpg,"{'id': 284433, 'name': 'Guardians of the Galaxy Collection', 'poster_path': '/iL8mukexAqEg0xK783rG561tdd8.jpg', 'backdrop_path': '/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg'}",170000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://marvel.com/guardians,118340,tt2015381,en,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",96.570892,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Bulletproof Cupid', 'id': 54850}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-30,773328629,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All heroes start somewhere.,Guardians of the Galaxy,False,7.9,11531,0
False,/2LR3XKthtguN7vOz99Q91IeEl1i.jpg,,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",https://www.foxmovies.com/movies/the-post,446354,tt6294822,en,The Post,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,95.299274,/qyRwj5VvuTRdJ76o2grP93grNxt.jpg,"[{'name': 'DreamWorks', 'id': 7}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Pascal Pictures', 'id': 84041}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-12-22,85219693,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Post,False,6.8,307,0
False,/34dxtTxMHGKw1njHpTjDqR8UBHd.jpg,,176000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.suicidesquad.com/,297761,tt1386697,en,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",94.49829,/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-02,745600054,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Worst Heroes Ever,Suicide Squad,False,5.9,9247,0
False,/zpq404Sk7qQ7N4x3xOeNgp74GtU.jpg,,84000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",http://thegreatestshowman.com/,316029,tt1485796,en,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",88.010113,/dfhztJRiElqmYW4kpvjYe1gENsD.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Chernin Entertainment', 'id': 7076}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-12-20,262747597,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑ�Ñ�ÐºÐ¸Ð¹'}]",Released,,The Greatest Showman,False,8.0,926,0
False,/9BVHn78oQcFCRd4M3u3NT7OrhTk.jpg,,111000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",http://www.foxmovies.com/movies/miss-peregrines-home-for-peculiar-children,283366,tt1935859,en,Miss Peregrine's Home for Peculiar Children,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,87.96612900000001,/tzYkC0vqX8Dokuwynhz1lnWWgWT.jpg,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Scope Pictures', 'id': 11199}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'St. Petersburg Clearwater Film Commission', 'id': 68621}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-28,296485718,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Stay peculiar,Miss Peregrine's Home for Peculiar Children,False,6.6,4046,0
False,/gfTQaH7h09IaSZw9ubZgP2c7syr.jpg,"{'id': 286162, 'name': 'Power Rangers Collection', 'poster_path': '/xjQd6ik1oMMKe2EPHHXmiFRgP9A.jpg', 'backdrop_path': '/ddGPthtIvNM2f8qBAyxa5GSKskK.jpg'}",100000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.powerrangers.movie/,305470,tt3717490,en,Power Rangers,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove â€” and the world â€” is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before itâ€™s too late, band together as the Power Rangers.",87.85875300000001,/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Saban Brands', 'id': 11305}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-03-23,142337240,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Together we are more,Power Rangers,False,6.3,1675,0
False,/vXIrvKadue7GdySiVh3huoQZiMi.jpg,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/qJawKUQcIBha507UahUlX0keOT7.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",280000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://marvel.com/movies/movie/193/avengers_age_of_ultron,99861,tt2395427,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earthâ€™s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",87.625854,/t90Y3G8UGQp0f0DrP60wRu9gfrH.jpg,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Prime Focus', 'id': 15357}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-04-22,1405403694,141.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A New Age Has Come.,Avengers: Age of Ultron,False,7.3,8037,0
False,/pWNBPN8ghaKtGLcQBMwNyM32Wbm.jpg,,180000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://legendoftarzan.com,258489,tt0918940,en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",87.608798,/6FxOPJ9Ysilpq0IgkrMJ7PubFhq.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}, {'name': 'Beagle Pug Films', 'id': 46339}, {'name': 'Riche Productions', 'id': 86565}, {'name': 'Village Roadshow Films North America', 'id': 86566}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-29,356743061,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Human. Nature.,The Legend of Tarzan,False,5.6,2924,0
False,/iB0RsWVoOXzicPi2Yy5xmTYMbho.jpg,"{'id': 363369, 'name': 'Pacific Rim Collection', 'poster_path': '/niTMK5k486sPBCphbvmRIZ7xBGK.jpg', 'backdrop_path': '/vbg4Mm8auNINPersFlYvyGLqFq0.jpg'}",180000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://www.pacificrimmovie.com/,68726,tt1663662,en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroesâ€”a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)â€”who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",87.35933399999999,/sCJEwEShZvruTpQ2a4yiX3Q9EyZ.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Disney Double Dare You (DDY)', 'id': 19750}, {'name': 'Indochina Productions', 'id': 19751}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2013-07-11,407602906,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"To Fight Monsters, We Created Monsters",Pacific Rim,False,6.7,5492,0
False,/6jmArQQBcBcqz2cPkUJKljJUvrK.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.theclowntownmovie.com,403964,tt4577344,en,ClownTown,Whilst on their way to a concert four friends get sidetracked and stranded in a seemingly abandoned town and whilst looking for help find themselves stalked and terrorised by a gang of violent clown dressed psychopaths who will stop at nothing ensnaring them into their sinister blood thirsty games.,86.956969,/cpOFmB6CGpS1J3B52rVd6mMgzo1.jpg,"[{'name': 'Millman Productions', 'id': 35613}, {'name': 'Zorya Films', 'id': 78602}, {'name': 'Steel House Productions', 'id': 78603}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-27,0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They'll rip out your funny bone,ClownTown,False,4.7,19,0
False,/6V5L5CN3zRf9KLeEq6B4Hy6xr0A.jpg,,50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.netflix.com/title/80091936,387426,tt3967856,en,Okja,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",85.958433,/pHlRr2MfjK77VIIAO7p0R4jhsJI.jpg,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Lewis Pictures', 'id': 62312}, {'name': 'Kate Street Picture Company', 'id': 81024}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-19,0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': 'í•œêµ\xadì–´/ì¡°ì„\xa0ë§�'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,,Okja,False,7.6,1163,0
False,/aZTwVTJ3xf3eTUflK5aMkjaoXlU.jpg,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://jigsawsaves.com/,298250,tt3348730,en,Jigsaw,"Dead bodies begin to turn up all over the city, each meeting their demise in a variety of grisly ways. All investigations begin to point the finger at deceased killer John Kramer.",85.51140799999999,/gvBVIlcMaeWKhGjgGjlShiL4w4r.jpg,"[{'name': 'Twisted Pictures', 'id': 2061}, {'name': 'A Bigger Boat', 'id': 5855}, {'name': 'Serendipity Productions', 'id': 6680}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-10-25,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A New Game Begins.,Jigsaw,False,6.0,697,0
